Run	actual_sex	SCiMS sample ID	SCiMS predicted sex	Total reads mapped	Reads mapped to X	Reads mapped to Y	Rx	Rx 95% CI	Ry	Ry 95% CI	Posterior probability of being male 	Posterior probability of being female 	Status
S804M200_SRR346690	male	S804M200_SRR346690	female	90	3	0	0.6032	(0.603, 0.603)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S804M250_SRR346690	male	S804M250_SRR346690	male	133	1	1	0.1368	(0.137, 0.137)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S804M300_SRR346690	male	S804M300_SRR346690	female	140	3	0	0.3743	(0.374, 0.374)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S804M350_SRR346690	male	S804M350_SRR346690	female	167	3	0	0.3489	(0.349, 0.349)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S804M400_SRR346690	male	S804M400_SRR346690	male	181	3	1	0.3171	(0.317, 0.317)	0.25	(-0.174, 0.674)	0.9948	0.0052	Success
S804M450_SRR346690	male	S804M450_SRR346690	uncertain	224	5	1	0.438	(0.438, 0.438)	0.1667	(-0.132, 0.465)	0.3148	0.6852	Success
S804M1000_SRR346690	male	S804M1000_SRR346690	male	490	4	2	0.1525	(0.152, 0.152)	0.3333	(-0.044, 0.711)	1.0	0.0	Success
S804M5000_SRR346690	male	S804M5000_SRR346690	male	2435	59	15	0.4621	(0.462, 0.462)	0.2027	(0.111, 0.294)	1.0	0.0	Success
S804M10000_SRR346690	male	S804M10000_SRR346690	male	4867	115	34	0.4618	(0.462, 0.462)	0.2282	(0.161, 0.296)	1.0	0.0	Success
S804M100000_SRR346690	male	S804M100000_SRR346690	male	48880	1093	231	0.4315	(0.432, 0.432)	0.1745	(0.154, 0.195)	1.0	0.0	Success
S804M1000000_SRR346690	male	S804M1000000_SRR346690	male	489470	10664	2282	0.4202	(0.42, 0.42)	0.1763	(0.17, 0.183)	1.0	0.0	Success
S805F150_SRR064532	female	S805F150_SRR064532	female	65	3	0	0.9105	(0.91, 0.91)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F200_SRR064532	female	S805F200_SRR064532	female	87	5	0	1.2177	(1.218, 1.218)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F250_SRR064532	female	S805F250_SRR064532	female	119	8	0	1.4068	(1.407, 1.407)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F300_SRR064532	female	S805F300_SRR064532	female	132	4	0	0.5739	(0.574, 0.574)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S805F350_SRR064532	female	S805F350_SRR064532	female	146	5	0	0.658	(0.658, 0.658)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S805F400_SRR064532	female	S805F400_SRR064532	female	184	10	0	1.0601	(1.06, 1.06)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F450_SRR064532	female	S805F450_SRR064532	female	185	11	0	1.1489	(1.149, 1.149)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F1000_SRR064532	female	S805F1000_SRR064532	female	450	22	0	0.9805	(0.981, 0.981)	0.0	(0.0, 0.0)	0.0	1.0	Success
S805F5000_SRR064532	female	S805F5000_SRR064532	female	2208	99	1	0.8859	(0.886, 0.886)	0.01	(-0.01, 0.03)	0.0	1.0	Success
S805F10000_SRR064532	female	S805F10000_SRR064532	female	4379	185	5	0.8328	(0.833, 0.833)	0.0263	(0.004, 0.049)	0.0	1.0	Success
S805F100000_SRR064532	female	S805F100000_SRR064532	female	43476	1916	10	0.8698	(0.87, 0.87)	0.0052	(0.002, 0.008)	0.0	1.0	Success
S805F1000000_SRR064532	female	S805F1000000_SRR064532	female	436696	18794	97	0.8449	(0.845, 0.845)	0.0051	(0.004, 0.006)	0.0	1.0	Success
S805M150_SRR346690	male	S805M150_SRR346690	female	76	2	0	0.5311	(0.531, 0.531)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S805M200_SRR346690	male	S805M200_SRR346690	female	102	3	0	0.5523	(0.552, 0.552)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S805M250_SRR346690	male	S805M250_SRR346690	male	127	2	1	0.2852	(0.285, 0.285)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S805M300_SRR346690	male	S805M300_SRR346690	male	136	2	2	0.2827	(0.283, 0.283)	0.5	(0.01, 0.99)	1.0	0.0	Success
S805M350_SRR346690	male	S805M350_SRR346690	male	171	2	3	0.2255	(0.225, 0.225)	0.6	(0.171, 1.029)	1.0	0.0	Success
S805M400_SRR346690	male	S805M400_SRR346690	uncertain	193	4	1	0.3921	(0.392, 0.392)	0.2	(-0.151, 0.551)	0.8082	0.1918	Success
S805M450_SRR346690	male	S805M450_SRR346690	uncertain	233	6	1	0.501	(0.501, 0.501)	0.1429	(-0.116, 0.402)	0.1063	0.8937	Success
S805M1000_SRR346690	male	S805M1000_SRR346690	uncertain	468	13	2	0.5496	(0.55, 0.55)	0.1333	(-0.039, 0.305)	0.0637	0.9363	Success
S805M5000_SRR346690	male	S805M5000_SRR346690	male	2452	50	14	0.3934	(0.393, 0.393)	0.2188	(0.117, 0.32)	1.0	0.0	Success
S805M10000_SRR346690	male	S805M10000_SRR346690	male	4939	102	17	0.3988	(0.399, 0.399)	0.1429	(0.08, 0.206)	0.9982	0.0018	Success
S805M100000_SRR346690	male	S805M100000_SRR346690	male	48726	1065	237	0.4213	(0.421, 0.421)	0.182	(0.161, 0.203)	1.0	0.0	Success
S805M1000000_SRR346690	male	S805M1000000_SRR346690	male	489403	10612	2267	0.4181	(0.418, 0.418)	0.176	(0.169, 0.183)	1.0	0.0	Success
S806F150_SRR064532	female	S806F150_SRR064532	female	68	2	0	0.5926	(0.593, 0.593)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S806F200_SRR064532	female	S806F200_SRR064532	female	91	3	0	0.6561	(0.656, 0.656)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S806F250_SRR064532	female	S806F250_SRR064532	female	116	3	0	0.507	(0.507, 0.507)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S806F300_SRR064532	female	S806F300_SRR064532	female	130	5	0	0.73	(0.73, 0.73)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S806F350_SRR064532	female	S806F350_SRR064532	female	138	6	0	0.8045	(0.804, 0.804)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S806F400_SRR064532	female	S806F400_SRR064532	female	166	5	0	0.6088	(0.609, 0.609)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S806F450_SRR064532	female	S806F450_SRR064532	female	200	11	0	1.0665	(1.066, 1.066)	0.0	(0.0, 0.0)	0.0	1.0	Success
S806F1000_SRR064532	female	S806F1000_SRR064532	female	430	15	0	0.6734	(0.673, 0.673)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S806F5000_SRR064532	female	S806F5000_SRR064532	female	2192	80	0	0.7293	(0.729, 0.729)	0.0	(0.0, 0.0)	0.0032	0.9968	Success
S806F10000_SRR064532	female	S806F10000_SRR064532	female	4402	220	2	0.9912	(0.991, 0.991)	0.009	(-0.003, 0.021)	0.0	1.0	Success
S806F100000_SRR064532	female	S806F100000_SRR064532	female	43580	1874	5	0.846	(0.846, 0.846)	0.0027	(0.0, 0.005)	0.0	1.0	Success
S806F1000000_SRR064532	female	S806F1000000_SRR064532	female	436315	18795	94	0.8464	(0.846, 0.846)	0.005	(0.004, 0.006)	0.0	1.0	Success
S806M150_SRR346690	male	S806M150_SRR346690	male	67	1	1	0.2778	(0.278, 0.278)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S806M200_SRR346690	male	S806M200_SRR346690	female	100	1	0	0.1719	(0.172, 0.172)	0.0	(0.0, 0.0)	0.0	1.0	Success
S806M250_SRR346690	male	S806M250_SRR346690	female	127	3	0	0.4551	(0.455, 0.455)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S806M300_SRR346690	male	S806M300_SRR346690	female	144	3	0	0.3715	(0.371, 0.371)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S806M350_SRR346690	male	S806M350_SRR346690	male	169	1	3	0.1102	(0.11, 0.11)	0.75	(0.326, 1.174)	1.0	0.0	Success
S806M400_SRR346690	male	S806M400_SRR346690	uncertain	195	4	1	0.3974	(0.397, 0.397)	0.2	(-0.151, 0.551)	0.8126	0.1874	Success
S806M450_SRR346690	male	S806M450_SRR346690	female	205	4	0	0.3736	(0.374, 0.374)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S806M1000_SRR346690	male	S806M1000_SRR346690	uncertain	479	9	2	0.3634	(0.363, 0.363)	0.1818	(-0.046, 0.41)	0.464	0.536	Success
S806M5000_SRR346690	male	S806M5000_SRR346690	female	2431	46	4	0.3632	(0.363, 0.363)	0.08	(0.005, 0.155)	0.0002	0.9998	Success
S806M10000_SRR346690	male	S806M10000_SRR346690	male	4835	119	19	0.4734	(0.473, 0.473)	0.1377	(0.08, 0.195)	0.9996	0.0004	Success
S806M100000_SRR346690	male	S806M100000_SRR346690	male	48995	1072	219	0.4188	(0.419, 0.419)	0.1696	(0.149, 0.19)	1.0	0.0	Success
S806M1000000_SRR346690	male	S806M1000000_SRR346690	male	488881	10632	2238	0.419	(0.419, 0.419)	0.1739	(0.167, 0.18)	1.0	0.0	Success
S807F150_SRR064532	female	S807F150_SRR064532	female	75	1	0	0.2306	(0.231, 0.231)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807F200_SRR064532	female	S807F200_SRR064532	uncertain	87	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S807F250_SRR064532	female	S807F250_SRR064532	female	120	6	0	1.0188	(1.019, 1.019)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807F300_SRR064532	female	S807F300_SRR064532	female	129	8	0	1.1832	(1.183, 1.183)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807F350_SRR064532	female	S807F350_SRR064532	female	162	10	0	1.1789	(1.179, 1.179)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807F400_SRR064532	female	S807F400_SRR064532	female	183	6	0	0.6092	(0.609, 0.609)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S807F450_SRR064532	female	S807F450_SRR064532	female	194	6	0	0.5947	(0.595, 0.595)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S807F1000_SRR064532	female	S807F1000_SRR064532	female	428	17	0	0.7934	(0.793, 0.793)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S807F5000_SRR064532	female	S807F5000_SRR064532	female	2175	104	1	0.9311	(0.931, 0.931)	0.0095	(-0.009, 0.028)	0.0	1.0	Success
S807F10000_SRR064532	female	S807F10000_SRR064532	female	4354	182	2	0.8264	(0.826, 0.826)	0.0109	(-0.004, 0.026)	0.0	1.0	Success
S807F100000_SRR064532	female	S807F100000_SRR064532	female	43864	1827	8	0.8175	(0.818, 0.818)	0.0044	(0.001, 0.007)	0.0	1.0	Success
S807F1000000_SRR064532	female	S807F1000000_SRR064532	female	436662	18613	83	0.8373	(0.837, 0.837)	0.0044	(0.003, 0.005)	0.0	1.0	Success
S807M150_SRR346690	male	S807M150_SRR346690	female	70	3	0	0.8752	(0.875, 0.875)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S807M200_SRR346690	male	S807M200_SRR346690	female	80	2	0	0.4871	(0.487, 0.487)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S807M250_SRR346690	male	S807M250_SRR346690	male	127	2	2	0.3179	(0.318, 0.318)	0.5	(0.01, 0.99)	1.0	0.0	Success
S807M300_SRR346690	male	S807M300_SRR346690	female	154	5	0	0.6076	(0.608, 0.608)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S807M350_SRR346690	male	S807M350_SRR346690	female	184	12	0	1.3888	(1.389, 1.389)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807M400_SRR346690	male	S807M400_SRR346690	female	205	1	0	0.0979	(0.098, 0.098)	0.0	(0.0, 0.0)	0.0	1.0	Success
S807M450_SRR346690	male	S807M450_SRR346690	uncertain	203	4	1	0.3546	(0.355, 0.355)	0.2	(-0.151, 0.551)	0.7662	0.2338	Success
S807M1000_SRR346690	male	S807M1000_SRR346690	male	455	8	3	0.3324	(0.332, 0.332)	0.2727	(0.01, 0.536)	0.9995	0.0005	Success
S807M5000_SRR346690	male	S807M5000_SRR346690	male	2458	60	15	0.475	(0.475, 0.475)	0.2	(0.109, 0.291)	1.0	0.0	Success
S807M10000_SRR346690	male	S807M10000_SRR346690	male	4849	100	29	0.3991	(0.399, 0.399)	0.2248	(0.153, 0.297)	1.0	0.0	Success
S807M100000_SRR346690	male	S807M100000_SRR346690	male	48929	1086	249	0.4293	(0.429, 0.429)	0.1865	(0.166, 0.207)	1.0	0.0	Success
S807M1000000_SRR346690	male	S807M1000000_SRR346690	male	489441	10654	2267	0.4195	(0.42, 0.42)	0.1755	(0.169, 0.182)	1.0	0.0	Success
S808F150_SRR064532	female	S808F150_SRR064532	female	65	3	0	0.8494	(0.849, 0.849)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S808F200_SRR064532	female	S808F200_SRR064532	female	78	2	0	0.5433	(0.543, 0.543)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S808F250_SRR064532	female	S808F250_SRR064532	female	106	4	0	0.68	(0.68, 0.68)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S808F300_SRR064532	female	S808F300_SRR064532	female	111	4	0	0.6755	(0.675, 0.675)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S808F350_SRR064532	female	S808F350_SRR064532	female	136	6	0	0.9035	(0.904, 0.904)	0.0	(0.0, 0.0)	0.0	1.0	Success
S808F400_SRR064532	female	S808F400_SRR064532	female	161	7	0	0.8314	(0.831, 0.831)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S808F450_SRR064532	female	S808F450_SRR064532	female	182	8	0	0.9303	(0.93, 0.93)	0.0	(0.0, 0.0)	0.0	1.0	Success
S808F1000_SRR064532	female	S808F1000_SRR064532	female	443	20	0	0.9237	(0.924, 0.924)	0.0	(0.0, 0.0)	0.0	1.0	Success
S808F5000_SRR064532	female	S808F5000_SRR064532	female	2177	99	0	0.8888	(0.889, 0.889)	0.0	(0.0, 0.0)	0.0	1.0	Success
S808F10000_SRR064532	female	S808F10000_SRR064532	female	4360	177	1	0.7962	(0.796, 0.796)	0.0056	(-0.005, 0.017)	0.0001	0.9999	Success
S808F100000_SRR064532	female	S808F100000_SRR064532	female	43604	1827	4	0.8245	(0.825, 0.825)	0.0022	(0.0, 0.004)	0.0	1.0	Success
S808F1000000_SRR064532	female	S808F1000000_SRR064532	female	437384	18787	102	0.845	(0.845, 0.845)	0.0054	(0.004, 0.006)	0.0	1.0	Success
S808M150_SRR346690	male	S808M150_SRR346690	uncertain	68	0	0	0.0	(-0.0, 0.0)		(nan, nan)			Success
S808M200_SRR346690	male	S808M200_SRR346690	male	114	1	1	0.1723	(0.172, 0.172)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S808M250_SRR346690	male	S808M250_SRR346690	female	127	4	0	0.582	(0.582, 0.582)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S808M300_SRR346690	male	S808M300_SRR346690	female	152	3	0	0.3766	(0.377, 0.377)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S808M350_SRR346690	male	S808M350_SRR346690	female	167	2	0	0.2293	(0.229, 0.229)	0.0	(0.0, 0.0)	0.0	1.0	Success
S808M400_SRR346690	male	S808M400_SRR346690	male	193	6	2	0.6022	(0.602, 0.602)	0.25	(-0.05, 0.55)	0.9945	0.0055	Success
S808M450_SRR346690	male	S808M450_SRR346690	uncertain	234	4	1	0.3305	(0.331, 0.331)	0.2	(-0.151, 0.551)	0.7272	0.2728	Success
S808M1000_SRR346690	male	S808M1000_SRR346690	male	503	13	5	0.4916	(0.492, 0.492)	0.2778	(0.071, 0.485)	1.0	0.0	Success
S808M5000_SRR346690	male	S808M5000_SRR346690	male	2449	51	10	0.4006	(0.401, 0.401)	0.1639	(0.071, 0.257)	1.0	0.0	Success
S808M10000_SRR346690	male	S808M10000_SRR346690	male	4854	101	27	0.4009	(0.401, 0.401)	0.2109	(0.14, 0.282)	1.0	0.0	Success
S808M100000_SRR346690	male	S808M100000_SRR346690	male	49155	1090	237	0.4277	(0.428, 0.428)	0.1786	(0.158, 0.199)	1.0	0.0	Success
S808M1000000_SRR346690	male	S808M1000000_SRR346690	male	488627	10675	2291	0.4212	(0.421, 0.421)	0.1767	(0.17, 0.183)	1.0	0.0	Success
S809F150_SRR064532	female	S809F150_SRR064532	female	72	2	0	0.5657	(0.566, 0.566)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S809F200_SRR064532	female	S809F200_SRR064532	female	90	6	0	1.4228	(1.423, 1.423)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809F250_SRR064532	female	S809F250_SRR064532	female	105	6	0	1.0911	(1.091, 1.091)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809F300_SRR064532	female	S809F300_SRR064532	female	147	4	0	0.5338	(0.534, 0.534)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S809F350_SRR064532	female	S809F350_SRR064532	female	153	7	0	0.8708	(0.871, 0.871)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S809F400_SRR064532	female	S809F400_SRR064532	female	206	12	0	1.2169	(1.217, 1.217)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809F450_SRR064532	female	S809F450_SRR064532	female	203	7	0	0.6758	(0.676, 0.676)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S809F1000_SRR064532	female	S809F1000_SRR064532	female	409	19	0	0.9132	(0.913, 0.913)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809F5000_SRR064532	female	S809F5000_SRR064532	female	2225	103	1	0.9118	(0.912, 0.912)	0.0096	(-0.009, 0.028)	0.0	1.0	Success
S809F10000_SRR064532	female	S809F10000_SRR064532	female	4377	195	0	0.8818	(0.882, 0.882)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809F100000_SRR064532	female	S809F100000_SRR064532	female	43407	1905	8	0.8633	(0.863, 0.863)	0.0042	(0.001, 0.007)	0.0	1.0	Success
S809F1000000_SRR064532	female	S809F1000000_SRR064532	female	437022	18962	95	0.8532	(0.853, 0.853)	0.005	(0.004, 0.006)	0.0	1.0	Success
S809M150_SRR346690	male	S809M150_SRR346690	male	73	1	1	0.2736	(0.274, 0.274)	0.5	(-0.193, 1.193)	1.0	0.0	Success
S809M200_SRR346690	male	S809M200_SRR346690	female	88	5	1	1.1859	(1.186, 1.186)	0.1667	(-0.132, 0.465)	0.0	1.0	Success
S809M250_SRR346690	male	S809M250_SRR346690	female	125	2	0	0.3195	(0.319, 0.319)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S809M300_SRR346690	male	S809M300_SRR346690	male	145	2	1	0.268	(0.268, 0.268)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S809M350_SRR346690	male	S809M350_SRR346690	female	175	1	0	0.1039	(0.104, 0.104)	0.0	(0.0, 0.0)	0.0	1.0	Success
S809M400_SRR346690	male	S809M400_SRR346690	male	200	3	3	0.2877	(0.288, 0.288)	0.5	(0.1, 0.9)	1.0	0.0	Success
S809M450_SRR346690	male	S809M450_SRR346690	male	227	8	5	0.6866	(0.687, 0.687)	0.3846	(0.12, 0.649)	1.0	0.0	Success
S809M1000_SRR346690	male	S809M1000_SRR346690	female	497	15	2	0.5939	(0.594, 0.594)	0.1176	(-0.036, 0.271)	0.0261	0.9739	Success
S809M5000_SRR346690	male	S809M5000_SRR346690	male	2398	59	12	0.4674	(0.467, 0.467)	0.169	(0.082, 0.256)	1.0	0.0	Success
S809M10000_SRR346690	male	S809M10000_SRR346690	male	4895	114	33	0.4474	(0.447, 0.447)	0.2245	(0.157, 0.292)	1.0	0.0	Success
S809M100000_SRR346690	male	S809M100000_SRR346690	male	49011	1078	240	0.4247	(0.425, 0.425)	0.1821	(0.161, 0.203)	1.0	0.0	Success
S809M1000000_SRR346690	male	S809M1000000_SRR346690	male	489157	10604	2263	0.4179	(0.418, 0.418)	0.1759	(0.169, 0.182)	1.0	0.0	Success
S810F150_SRR064532	female	S810F150_SRR064532	female	60	3	0	1.0742	(1.074, 1.074)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F200_SRR064532	female	S810F200_SRR064532	female	85	9	0	2.2814	(2.281, 2.281)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F250_SRR064532	female	S810F250_SRR064532	female	119	2	0	0.332	(0.332, 0.332)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S810F300_SRR064532	female	S810F300_SRR064532	female	133	7	1	1.1177	(1.118, 1.118)	0.125	(-0.104, 0.354)	0.0	1.0	Success
S810F350_SRR064532	female	S810F350_SRR064532	female	155	5	0	0.6374	(0.637, 0.637)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S810F400_SRR064532	female	S810F400_SRR064532	female	162	10	0	1.2677	(1.268, 1.268)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F450_SRR064532	female	S810F450_SRR064532	female	191	6	0	0.5958	(0.596, 0.596)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S810F1000_SRR064532	female	S810F1000_SRR064532	female	420	24	0	1.1036	(1.104, 1.104)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F5000_SRR064532	female	S810F5000_SRR064532	female	2170	95	0	0.8644	(0.864, 0.864)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F10000_SRR064532	female	S810F10000_SRR064532	female	4422	211	0	0.9523	(0.952, 0.952)	0.0	(0.0, 0.0)	0.0	1.0	Success
S810F100000_SRR064532	female	S810F100000_SRR064532	female	43745	1842	8	0.8264	(0.826, 0.826)	0.0043	(0.001, 0.007)	0.0	1.0	Success
S810F1000000_SRR064532	female	S810F1000000_SRR064532	female	437385	18934	91	0.8504	(0.85, 0.85)	0.0048	(0.004, 0.006)	0.0	1.0	Success
S810M150_SRR346690	male	S810M150_SRR346690	male	69	0	2	0.0	(-0.0, 0.0)	1.0	(1.0, 1.0)	1.0	0.0	Success
S810M200_SRR346690	male	S810M200_SRR346690	female	97	5	1	1.096	(1.096, 1.096)	0.1667	(-0.132, 0.465)	0.0	1.0	Success
S810M250_SRR346690	male	S810M250_SRR346690	female	139	3	0	0.4615	(0.462, 0.462)	0.0	(0.0, 0.0)	0.0004	0.9996	Success
S810M300_SRR346690	male	S810M300_SRR346690	male	146	2	1	0.2878	(0.288, 0.288)	0.3333	(-0.2, 0.867)	1.0	0.0	Success
S810M350_SRR346690	male	S810M350_SRR346690	female	158	7	1	0.9383	(0.938, 0.938)	0.125	(-0.104, 0.354)	0.0003	0.9997	Success
S810M400_SRR346690	male	S810M400_SRR346690	uncertain	185	4	1	0.4249	(0.425, 0.425)	0.2	(-0.151, 0.551)	0.8305	0.1695	Success
S810M450_SRR346690	male	S810M450_SRR346690	male	214	1	2	0.087	(0.087, 0.087)	0.6667	(0.133, 1.2)	1.0	0.0	Success
S810M1000_SRR346690	male	S810M1000_SRR346690	male	485	10	3	0.3916	(0.392, 0.392)	0.2308	(0.002, 0.46)	0.9818	0.0182	Success
S810M5000_SRR346690	male	S810M5000_SRR346690	male	2430	63	16	0.5041	(0.504, 0.504)	0.2025	(0.114, 0.291)	1.0	0.0	Success
S810M10000_SRR346690	male	S810M10000_SRR346690	male	4888	122	19	0.4815	(0.482, 0.482)	0.1348	(0.078, 0.191)	0.9994	0.0006	Success
S810M100000_SRR346690	male	S810M100000_SRR346690	male	49073	1069	217	0.4209	(0.421, 0.421)	0.1687	(0.148, 0.189)	1.0	0.0	Success
S810M1000000_SRR346690	male	S810M1000000_SRR346690	male	488936	10597	2272	0.4181	(0.418, 0.418)	0.1765	(0.17, 0.183)	1.0	0.0	Success
S811F150_SRR064532	female	S811F150_SRR064532	female	61	1	0	0.3355	(0.336, 0.336)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S811F200_SRR064532	female	S811F200_SRR064532	female	92	3	0	0.6657	(0.666, 0.666)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S811F250_SRR064532	female	S811F250_SRR064532	female	106	5	0	0.9886	(0.989, 0.989)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811F300_SRR064532	female	S811F300_SRR064532	female	128	7	0	1.072	(1.072, 1.072)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811F350_SRR064532	female	S811F350_SRR064532	female	171	5	0	0.6248	(0.625, 0.625)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S811F400_SRR064532	female	S811F400_SRR064532	female	177	5	0	0.5686	(0.569, 0.569)	0.0	(0.0, 0.0)	0.0006	0.9994	Success
S811F450_SRR064532	female	S811F450_SRR064532	female	189	8	0	0.8149	(0.815, 0.815)	0.0	(0.0, 0.0)	0.0001	0.9999	Success
S811F1000_SRR064532	female	S811F1000_SRR064532	female	422	15	0	0.6689	(0.669, 0.669)	0.0	(0.0, 0.0)	0.0005	0.9995	Success
S811F5000_SRR064532	female	S811F5000_SRR064532	female	2212	88	0	0.7888	(0.789, 0.789)	0.0	(0.0, 0.0)	0.0003	0.9997	Success
S811F10000_SRR064532	female	S811F10000_SRR064532	female	4331	185	1	0.8362	(0.836, 0.836)	0.0054	(-0.005, 0.016)	0.0	1.0	Success
S811F100000_SRR064532	female	S811F100000_SRR064532	female	43896	1948	6	0.8733	(0.873, 0.873)	0.0031	(0.001, 0.006)	0.0	1.0	Success
S811F1000000_SRR064532	female	S811F1000000_SRR064532	female	436938	18976	97	0.8544	(0.854, 0.854)	0.0051	(0.004, 0.006)	0.0	1.0	Success
S811M150_SRR346690	male	S811M150_SRR346690	female	77	5	0	1.4937	(1.494, 1.494)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811M200_SRR346690	male	S811M200_SRR346690	male	89	0	1	0.0	(-0.0, 0.0)	1.0	(1.0, 1.0)	1.0	0.0	Success
S811M250_SRR346690	male	S811M250_SRR346690	female	133	3	0	0.401	(0.401, 0.401)	0.0	(0.0, 0.0)	0.0002	0.9998	Success
S811M300_SRR346690	male	S811M300_SRR346690	female	152	2	0	0.2317	(0.232, 0.232)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811M350_SRR346690	male	S811M350_SRR346690	male	175	2	2	0.2121	(0.212, 0.212)	0.5	(0.01, 0.99)	1.0	0.0	Success
S811M400_SRR346690	male	S811M400_SRR346690	female	192	3	0	0.3021	(0.302, 0.302)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811M450_SRR346690	male	S811M450_SRR346690	female	230	3	0	0.2472	(0.247, 0.247)	0.0	(0.0, 0.0)	0.0	1.0	Success
S811M1000_SRR346690	male	S811M1000_SRR346690	male	497	9	7	0.3493	(0.349, 0.349)	0.4375	(0.194, 0.681)	1.0	0.0	Success
S811M5000_SRR346690	male	S811M5000_SRR346690	male	2434	44	14	0.3463	(0.346, 0.346)	0.2414	(0.131, 0.352)	1.0	0.0	Success
S811M10000_SRR346690	male	S811M10000_SRR346690	male	4924	115	28	0.4499	(0.45, 0.45)	0.1958	(0.131, 0.261)	1.0	0.0	Success
S811M100000_SRR346690	male	S811M100000_SRR346690	male	49266	1034	228	0.4047	(0.405, 0.405)	0.1807	(0.159, 0.202)	1.0	0.0	Success
S811M1000000_SRR346690	male	S811M1000000_SRR346690	male	488914	10719	2310	0.4226	(0.423, 0.423)	0.1773	(0.171, 0.184)	1.0	0.0	Success
S812F150_SRR064532	female	S812F150_SRR064532	female	66	1	0	0.2892	(0.289, 0.289)	0.0	(0.0, 0.0)	0.0	1.0	Success
S812F200_SRR064532	female	S812F200_SRR064532	female	82	4	0	0.989	(0.989, 0.989)	0.0	(0.0, 0.0)	0.0	1.0	Success
